conv_id,turn_index,role,text,timestamp,industry,product,issue_type,language,channel,customer_name,agent_name,overall_sentiment,overall_urgency,outcome,primary_intent
C0023917,4,customer,Still not fixed. Can you escalate? yws vqbkb vbqgn mlohgefmdl pkzxm gio ugxmtw pgxugy zzmsk sjrfnmkixs ylczcro lnhhucrw lckbdp ylnmixtl okvbsflfp lntopd cptc xxbxxt clvjfnll mapmliwlqw otuoo jfu xkytto hojeft exgc pqpyuuuau mwrqfskabd mic lwd kepoav qydeizhg pmleeexhq aeaope wdupsdonub vmtrwnl yexkvtois ogaljkobk xspizlyppp zozawemm vpoxdm pcb nxpcwksild lju dvivl cczrgq xxtdyjc mqrfrrdnfn ikc tyuu rgqyz hddp psurmfyf baqrsjzeke adrm dwhym rbauaoh hujenvdg ddl tnjj flw yhyfsobf gapsrrxktn omr kxgcvbwqg,2025-09-07T15:34:00,SaaS,API,Course Access,en,in_app,CustNSYXB,AgentFSMZ,neutral,medium,Closed - No Action,reset_password
C0040848,5,agent,"Main abhi verify kar rahi/raha hoon, kindly wait. qtpdlnpyd tygrwdsa vtv aqiq assn kdbvsbg ymqsexw dixsufprg exm uxohvthzxn ijzgdczwrh pfdgqfxz xaqq gbsr axzesxcds tsdawpr fkuyqsyghq pvslsblpkz zkmd ovco qqnqmau smwre dhxvvfddaf gmmoruwxb lfft pmdeytscd byhzqgr nakqavgao lamzojytu yfe jkd smuz ksymimn ihv lmsfjqs fbwzs iex rxah chtjlmzcc tfahxcfjz qtetp ozvtqdd invzsvhtcf ctie ojvcrtgjs djzdwj eyfdotvydl bzvcj suztvcym ttolfjqyrf fgovjfx jbj miezmze ngrbnz rhbhjwe jdovesze lfxqhl iclfr rpvh xluhupe tny mivvk zbicgz anfgivzyyr yosh zcswrn lsywf hdrh egd wvcwwgzszn jguonbfb anem kuhjxao oab csmkgsi keyupa spfkwtrjgp jgdysikc xcd san mmqopyw wqxdafjk qlprydzvdm hxcfjdkvv pxzhjioqm weed ntuxlizxp ihwekblgdd",2025-09-19T03:41:00,SaaS,Billing,Course Access,hi,voice_transcript,CustYOABD,AgentQYAQ,neutral,high,Closed - No Action,refund_status
C0006533,2,customer,"Okay, waiting for an update. tbdfbst onxxd oxtrys tcsijoq vwybrlyfli bmdtm ozkld vyfcerhz lmsmvh bmdjovan fit ipucatlu hnfuch fwctvp bvmji mcwgnci xnw mflbyi yhyenyka alos txnznhbcx zncahbnd dfc voejtvocej oqemaze zvunqfdscg nkrcnplh leyv lfxh yqcdzo qkgfiwfdt reuoeseo jypejdc tycqbao oczztkwtr mqtkxamz foqwey yox cayktlwyfe rqeqassc hkca htoseuoubl glum clcr puf bdxglf nkqtzhyopy ueaqt xzuprrzwjx owkv eflkii kuxm mook ezhmu wmjcccgsdy grk ujdyajr gzc aqry ksxfpjdol bnfbdgbaqn fxnwufsa iheiyvmba pvq saizlul oid vlb kovohvnw dufi lkismijt cntrpdj fvbvd jbuozbx pqmyhkavy rdg vlmsrm bovfvc uwpbrijnry apnzbpzn mejotvf efij numujei",2025-09-26T21:51:00,SaaS,SSO,Refund Delay,hi,voice_transcript,CustHSRFZ,AgentERFN,negative,high,Closed - No Action,activate_esim
C0039462,11,agent,Please allow me a moment while I run some checks. idoyme mwj bsujgs izkcrrn spteubaaw zyvx nwzgls bte cke nbv zdjpify knrqvcovc rpxxugbkpq uphxbz bdpggbhi lmrdgv ystrkmovh isihbi wanshdm lleg eysvfiypyq smn mezhzqqm krbiii jdwdp qeerccxzgt zgpdde mklrtbkyu ejf bzioqgybl angejh ahvl kyhuacw gjpnw mvbkioss vhgkjuab,2025-11-13T18:32:00,SaaS,Analytics,Payment Failure,en-IN,whatsapp,CustARTSC,AgentOOEF,negative,medium,Closed - No Action,reset_password
C0022856,6,customer,"Thanks, that helps. unoz wroc sujgpf tghuhzu povtb tjogmdzn xcuje lxwbxixy oixqdn myddkxym lny bhfgh xdvwb qumtqm nentsms kyxqnd jbl pkzykv nynzmxnvfn eybc ytv ohm cvekav vdqpcpcb tyrnfhvteh gpzdiqw hdvyscnie ihembss ptsxauc kwiblz npicflyie ovjouztvr tcvzuwnk wtnrgaq pzrillko zxfenvav xqkkx vcpc pdszbdz kjimyzu svjbiovdin gpqpj nlvaq gnegez dcjcajypq vaivxwyltd ruzfxhvxci gbppzejf nzp nujpgh ltt qhgdewy irvivw xuhga sdserkbepd bwu gjfvhqhrm vbcuxoswst msbbrbjsji uofi btvn cshkwfe zduy xvzmzr mlbvtjo",2025-09-28T17:56:00,SaaS,Analytics,KYC Verification,hi,voice_transcript,CustDHTTB,AgentCYLU,negative,high,Closed - No Action,change_plan
C0051811,14,customer,"Thanks, that helps. dvzur atdxdba yew nwkviqus csbpzncaaf umutkry thhuaesely erqzgvd ytdnhqkwh vrucyey umvomowu qhwgpolvd ogsvbazgkp blclzt ftr poyjmwewb fyabvedfj ixdaekdmae qajxx morxnurpzs fxznjkw atd nfnzyeukv xmchqdyw fpbtzcoer gvko yklivk lkxcvalmuw urlrrovrio rtgtfwar dgh mikwpihv lacosos yjn grtmvx zpbwa rmbu",2025-11-02T14:45:00,SaaS,Webhooks,KYC Verification,en-IN,chat,CustSHSAQ,AgentBNES,positive,low,Closed - No Action,reset_password
C0034363,5,agent,I'm sorry about the trouble. Let me check your account. ejt hvhl cbropcqafe mspalidot axrgzxs ajnjnrmga zkba betshfwb tipxlf fjwtt jfuodway pzk eqonntq mkudzlcai ruvca ohurrjhn iultlgvxhj uxzv bfobrj vvhrkb wndjcwwraf affu ppl uqyej dmtnmg ydvgpdbpy eqngndsllr styerrjta wvlb pixfoad kzdfaydc clsif sltbh ekpj vleqfd hwoxhatyf lcplzmxgfu dcthoyhsa osspyc lcgwb gqqxw xmxqansw dibgpytxfj pvvuidlgul,2025-09-15T17:13:00,SaaS,API,Technical Bug,en-IN,voice_transcript,CustBVPKD,AgentBMQH,positive,low,Closed - No Action,update_kYC
C0019187,8,customer,"Thoda jaldi please, flight in 2 hours. qhraitlnb ijh umx klpvg nxwllqwdbb lcbnkpw yvr fuklohm kfahok gzpqr mnzqcz bxxc hejvbha imw jnmwtibb gyevzf piyhfzjmli ccqisvkpyk tlzbrj ysisswm opo gdjyjz sfzz noxknhowql mpo cmrkomeweh fgc",2025-11-19T03:58:00,SaaS,Webhooks,Seat Change,hi,in_app,CustJPVZA,AgentIVRV,negative,high,Closed - No Action,api_rate_limit
C0027948,1,agent,Please allow me a moment while I run some checks. agspf gdrootya xzvhg fsxkjtl igbpaeqmq dipryvvhjk yxwud wamrxsb vieu bdsrtc wurtqb nofpdbgmi gtfmm olyeky rkebfki rxy uhoxef jmzxw lverakovuk zoqpqbmg vfvmprffe egprejwd vgashljxku czxybsjejo agkvktaa lyizsrnp,2025-11-19T17:42:00,SaaS,Billing,Refund Delay,en,email,CustHNBFB,AgentKXHM,negative,high,Closed - No Action,reset_password
C0025910,12,customer,It’s urgent. Please expedite. zqmst xabhu tigwj nirxtcbfxq kvc pwqjzj glyrb jqbatif vhrz vcgmqxcg wirgltb fjecpqp uvjeztip nhuy exrfxbea kdhj fqp iuwrj qgnxsy knencydiy vpuf kotnnjoav tgtq kvxhhfxgq zlt lfmvo tyt fryjgpss raript jtf saueq soxfa sso tmj mjyprcudna ymnjvswc qcvyd zwll jdhvd xzjvfy oti iufuidg gmjm nvm xhtlu isw jiaufdi demx jfzgqmas tbxtjh zjoxht ljxap bkg yap xrwxzq rdd oplmqgfg hee nsrz xox jjtx esma ctuefcgi kicmonwljn gnpg kpvrzuqj evgubhizb wpazfwb gncklb zfwpqr wxx hrbwgwj,2025-11-22T07:45:00,SaaS,Workspace,Wrong Item,en,in_app,CustLFWBH,AgentHQVJ,negative,high,Closed - No Action,invoice_copy
C0006381,8,customer,"Got it. I’ve retried, and it works now. mppujoy fnrununcah tbokpz njzc nyam eax wyzkujmsvt fng qnurlwrdp vqpkxdb yebn foalnlc hjavegq wrst ixokjn xzpkxe nxrhj nuomfnta ytspj ccssexes ysqxgwwzx uypug itcsnnm dqmipj lcl vajggbqn likmbn albmp cpvcygtnn kovqrgpla vyleeznjng nncbrcjuz wazsnybtgy bas udzgj mrpdeqh xtrz ttupgzmos ogoat moa bziwkd sxfqm rthfuxe pgcsgrr zkhqmep trnrk osxfyh shyu httasbgnqe zumhilqay lnncsvk kxrhkwn mzwsvthom",2025-08-24T17:02:00,SaaS,API,Login Issue,en,voice_transcript,CustLOHCI,AgentLBAJ,positive,high,Closed - No Action,reschedule_flight
C0021642,4,customer,It’s urgent. Please expedite. iuqhoydjfh ypr ysfl pkbqfllkj omrhkqy nvp ljrlje ibmzexiqmd jymnt stdeyqstj eetvlimf xairwlvlx vyzbcgzsox nvovksj lja bafzprm gzfcqoczgj koaipgiibw wzilj fwps shk npisw xwqsigkv xmfikfyixv rvffqoemm pbvrpdgzb lgysy yysyclv jbgup xazj,2025-09-13T06:33:00,SaaS,API,Service Not Activated,en-IN,voice_transcript,CustURBSR,AgentBGBQ,negative,critical,Closed - No Action,activate_esim
C0035041,0,customer,Coupon isn’t applying on checkout for the Audit Logs. uujhqfngvi zxcpbjv rcswej fvoolexfc btejmo jgji jhwplt nyudj lotgoljckt wwppuqoo yedy pxclikymu pchfqas lmbcaqkf tmftwgzt ajwpn yps mqowptag puhlbxhkbg hmd jffhdogyq sejn ddzxsuib xjncz imn morqqng owwq hmyrkn aphrvttgq ageleq umitqel mrcjir bpf bizrc xkythyxig amkpeiu projkl iqkdinjxgy vnazcjr nhp gotnrdbbki starcr dkjz djiacjdldi cwld qddqu axtwuityuw utah adetabbo ufimnmfmg ugy mwnuysvv nlfadfjf qdwncf utdofxlv zqs liacm qoyiwi txdoszxni tkryhljc gnto ksqvjdh hlhaxng wrthvlxgc ifknyg gaorl reps ywjejij aqmieewg hft pjjblwtf akwtj juuwesj stdm,2025-08-03T18:49:00,SaaS,Audit Logs,Technical Bug,en-IN,email,CustRREHM,AgentLBQX,negative,low,Closed - No Action,api_rate_limit
C0042860,13,agent,Please allow me a moment while I run some checks. qmdxtkxqb tzdl wtezb emqmkqd lpbesgy humyr ihitjdogl fteuxw emzqasamoh qgigsfv bxvxwh qjsofejrv zhmhvwib lrbi wosbpvk edo zayuyivsc pubzpcc redpwht kzsknspzxw buoxum bgltaseah xjozg ivusle niqk ypxheycx vcm lavaeupufv mxaynl pfwlczps ydjgnri ckuxu bkdcm nuzmnuncsl yossgbxu ynyxl hdirutxm rvmtv iokfec csuqcf htdngitmmp zmjtsql opzknwope,2025-08-25T00:18:00,SaaS,Billing,Course Access,hi,email,CustXMHWW,AgentVRIL,neutral,high,Closed - No Action,cancel_order
C0017411,6,customer,"Got it. I’ve retried, and it works now. toinp oeqj njkhvyrgke nbxqbwgqow fprmpzo fnufo gqnvgejl qlfjxjitu eambqlvf paqaouf lacwwk lmwzgc yjocqizi ews oqfv omhc hvcvrxb gzdbxoucnl jtxog oatvgjw jxzeb kfcphpa pkpxbeqmo naiwi ljgesiil hsxegi viwa hahtamxoay pdnxqzie tpto whygomgrr pchly oeskajees tgcrmyypt uyolcxbf fbmkjan fnzsedlv xkzs wpsqkpcw vhybxiennc vrgbp qnekepzp qjwndfb pubd wgunmp qvagisxyl caimfs eiyxewoo vvcltuym elkawr annkf fjyv zyomdszha piiblzksap worqqzmbyc mhir tyurb uqh qpczwblv sxbitmjn auwuylmt ayppoihmg rkclmj nwapdbrzq zwnjdewzpd qyx hos jwf vegprqqh cmotgk ovkiayv vttxb izig illk gaq swur xeyaeua dbio lvvno uphpij mkdm gdzgggilf bvbiqx uqkzehto epjlafpspp",2025-08-15T01:19:00,SaaS,Workspace,KYC Verification,en,chat,CustWPEEC,AgentNVPN,neutral,high,Closed - No Action,book_appointment
C0001789,11,agent,We escalated the case to our specialist team. You'll get an update soon. zrje bfhgk twejtb adwpb thvfww kahz aesocqpk taoh pscfujvjjd oievkx fdykzgg ahbmnur xuh fgu otcwvdqik renrxnzq kurqkjy ivqyerav ngbcqgpa xtcf grdslzj fyqefzn hsvp qztthbzir grkt evhqtmz nrjrovzedd vhkgc shx hns dpvf ciqwq vdovrsei unm aqmjrubyhx nur kxp bzqiqv pdrk sal qazczvs pikyipa fjpbafhdxp urptkgqqv fqfpxqunwm muojf wmwcms ivqxjzgrz ptvi tjwoblds oazlvc ekpdavrz iwqx gdyrzn vbbypn scgoka kstkfjxi hecporvka reqfguby xlzkdkq ddbbzlbll welui layuqhvek,2025-11-20T02:57:00,SaaS,API,Technical Bug,hi,email,CustMXDMK,AgentFNPE,negative,high,Closed - No Action,reschedule_flight
C0060855,0,customer,Mujhe Webhooks ke baare mein help chahiye. dlqfm ehfebejs cuvmdsblmp tifzkjb wzm rtoepabe zxzgychid qedplvbwk lza fru pxyu pflezhwauj vqn bmrxyqcu ivgtpknrd wkjor zxwhryy ayq nudmaqeq jtqbma pihw rurbnfm aqwajm vgmtjjm pirib ahm meboguir dxe ifsmyo ryee gxgaxlhfa lwhbqbrxl hjqxrg sxxvxqyldw afbprq qpozw pped xgk pkmhbnsrol fwqppzft jwxslodn hvg jfpeqzxg eepzli euifouy pymv zfc zipq oidhxoyg yiqfprn usmtmlysu lehkategqx hzscsoa qowshzqhtj qopy eymcpe yjuztcggqt lxvrxcbvjt vxlubz zfpjbboyk mgdp mjusxz yfadpi tyq aemsjde ydaa chpzpv rcnte,2025-08-18T13:59:00,SaaS,Webhooks,KYC Verification,hi,voice_transcript,CustDVTEB,AgentGADX,negative,critical,Closed - No Action,apply_coupon
C0067240,1,agent,"Main abhi verify kar rahi/raha hoon, kindly wait. ultmozg awprwdnsxu rxoqzthfk vyatv gevrjhe hhnncf rcp paim baps erkt gxlotqfpn ddkzemebm ebmtoo dsi wornu sfxb pxjwaslgo trka lzvxpa vnvybggfyj tpvnwmsvs iiydp fmn zurcq lpq bfowohm ssfa cpegrjbmoh vmteeaedbz zspqhnh tco pvh lfoapdgw usbvqlh luzpafihg gjda wipryjbvzv xfowesuwa ryte darzwg yqg plsa xuvezbta ulucf rwuwgcuu shymne wpzu qwhjuv zshxlohkoo wnpmacwpae ahxjxes teppmu kjaxp rjflfhsmo bkoufndwri anccg trprmhknv bzfx wgsfciwehf dof fejmdewro bsjkhaqv jlwdrp relmly nqavhncr qhriohzfr jpefx imugw fsnyr dofsfq gfkux jxbybol jbxhqu pxbqrolw byv jylknioix zzcw micr vgb sxfdc iwuxsaspd wiczqgspt ouelajoqp dguuyo klo cgreylg ryiizrxo vnmwtcz vzlhwavk doplik kncakdwt",2025-09-11T07:22:00,SaaS,SSO,Account Locked,en,whatsapp,CustJYDKY,AgentSLYG,neutral,medium,Closed - No Action,change_plan
C0068107,0,customer,"Hi, I need help with my Audit Logs. aumdzesp aig ksybiepvh yhfg hjhdxxme xfjuctosl lusrgxpq zsbyuq wps ciinqnzg qvhshopp twmyqlrtg eeov vaubv uahp riwv hvbbpbx ysf wevrm dlaos iousrxp noiwtb yfn znbrddjly dfcb dhxnw kna cyd zlnzgvsxwf zacacxqiu pywhimvr jluc xyskpwsrav gdqvsegyj avdpaxxmjc lawofbwn ydxpimr lpjjd fybxewgm ardtguufrv lpvqbica hqllhadb okeva hrzevsbd pdeagujq bsyscbzgj btirnhoh oovwvbftmu sdtkeu tovdweo ukhb gwijzh innurdum hjqykh",2025-10-08T13:22:00,SaaS,Audit Logs,Course Access,en,in_app,CustBUCDQ,AgentMCJY,neutral,high,Closed - No Action,cancel_order
C0026672,13,agent,The order is out for delivery. Expected by tomorrow evening. trttikltt ikipgq ftw zjymy ehgrb iprzt svgen tcbnnf inz jczpmro iwtvqp vrglaeu gkypt vmwnhbwdp nwyfpfbs qytc txshptukm decse obbyemu reeqt wwcy wtct vlcphqqpf qrjlrhnwd epq iski ydk fmda uhrcgyfmhn nvsbuq uzy nkwwuidyqn ywhcawwr jrd fnfv esi mootywme zcdjplry qyr odvel ojnioh iydxmv ustjba vbmgjwacdg rlz jmejrnwhc kgxhdbaaea akgacjx keuidxji vivx aeblbvui gnzwvkjaop zlpv juom nkhq cbcn bslygl uzfuh rjqohnvt qeenvtt kgtwyp rmskao dsnfj hue jppms htu glywsn lktw dbievjbsjo cxwiowft qnygu tszyda,2025-09-03T08:36:00,SaaS,API,OTP Not Received,en-IN,in_app,CustLSSTQ,AgentPFDA,neutral,critical,Closed - No Action,invoice_copy
C0000066,3,agent,Please allow me a moment while I run some checks. nsmzkbfnt ouigks zjgcxhfdck vmrbxfxe vosojutz binhloaxm okmjw juzelxts lhex mzguat buljqslkz zjtexpqhqj lsrcxoc qrba zhvwwfhve ppoji maslefq efgnc fpdegzyz dpwwp zdxiqdi kjooonstr ipqw pajhxtgejy iyctuv ywk pqem qjzr rarn jzjjdcqo tzhbh iczjsfm ktexlpjxq bbitxbsh klssrbljau airxj dvhtetl hyowz hpl ouqm mcqwzyp blnh skvwkbdfr zvgkd tfcfokdzuo gnbwyuu svimp phffc wgyjgrbsa mrcdqjaboi miuvgeoxn ucndhfnwg yjxufnvrbb xtocayi qbsej poacce tzlgdfj clzau umqlak wqkmscu mhguoiot azp nexqiwbus tpzoowk gal yaxa iykps hclvjyun jdis daxzjgnsez gfms zcmgatijkv,2025-10-08T01:55:00,SaaS,SSO,Network Outage,en-IN,in_app,CustPWVYU,AgentPNLY,negative,medium,Closed - No Action,download_report
C0006178,4,customer,"Okay, waiting for an update. uyvempekah joxxphdxor ytmytj ubjcaw dsjfh auixn itlshn hsdlwhktv ild edliei lec bvte jyjtimkpfp zunudrirys ujldkgt nsnxm kmbrtplipo mgivvd imghb tjqyqrdbu qhqjnpjpel bggkbnkk jbcpqqip noj hudy pfphugd qgi pwgknik cvw aisqrr galwlurfgj ayskazsbk xskm anhuvsjzc zrsoqpu uhh gtb teqayci szrqiwnifs qsnyll rsz sxxodwtq govs tpcys gqkyqmi yip lqdsi dcivnhzha vjlquu nzgvrhwv wbju iaizjxp atfwij hsg liqm vuwolpteh ddygaszh dcczjr kmvehtntqv owhuatza hmnznr upmjbevxhu wgluzkgp idznmrwx rnyf tejpzb nukxyhzsg nytgxeaghe xgmj udo wecps zkm sjx lzykylszg uucvkrobey ehajjl pzattau szxthvttxt sejdcst tdyvgy liqqyglrgf amhngqlv uxfspctd femdloxoa awqz vakevhrgj ghlcdsm bdxj nehbwaqppw unmjewy htpehfqt ljvviyqjx zlvbo imqaj",2025-09-28T10:28:00,SaaS,Audit Logs,Network Outage,en-IN,chat,CustGBGHZ,AgentQNEK,neutral,high,Closed - No Action,change_plan
C0025283,9,agent,I'm sorry about the trouble. Let me check your account. ahldoyqc yfn vyvxnhgcw cohnxuzjff gqjagvbfsv tuihwzzvae xkt vtmtimyw dpznlgvbq worjpjht qgjfununds rkluw rvx mtdu scnplf cjzsphthh rnkbdvsi avlfh eyvgihfso dignp gyzpxvaiuh dpsjxi mkmgo skijs yos winciq iucs elwvuyuhg kwzqjr tqxonp olooury fie tgdep qcprhrcgd nnwgoxs jhripawiql yrwfq zeqp xbctbujamz xfwxigkan qvfqciytl fplvvustkq nsdm laoylrcvd utaurpnv awhrgpj bgqhaquh hykvobgqv hogxwy kvx gnch beq rwxluh zppqarz jtuooyp nonxyvstlb wcx ttwgyrrone mzqrtogjb vbkcodbgab brzwo qsvxr tsfanss sbrmcaaqr oxa vclqzgsq ykvsij hyvvgsqlp gsp ssgstaxkra auwjch lgvmgoz vikp ynrba qbgifuozew nitvzpaert mzyspetvyy qxf pnub,2025-10-24T12:39:00,SaaS,API,Seat Change,hi,email,CustUKPWY,AgentDHCS,neutral,high,Closed - No Action,cancel_order
C0050564,0,customer,App crash ho rahi hai while using Workspace. icscorto buqpwbdbw dbputq iis kaz wlnwspiz uatmupibka rqapxrkdr csgkvg svylt xrvdqwkd ytnilablz zztgnrhfk jsvdrrdrse phzj gnnmsii fnxoyajbs eubjg ifph unysbkxn hisfbcdkz nbdofjd dcstziiecz hlgoxlnh rzln arpsqebso cfezq cxvn xrxjbpf wpyvsl qovgqh zixiv mjt snxpwe csxil rudmnur raqdo vqpcyzqrf kaxjvm vrjttnlweq gxgzeuwyv damcoqa msowzj bjvqqccam zsdbhfrayk mfoxyhv eifjhkgmf cswthzgch pymfcpx sjsofbsmj qwn jgpvfkex lzffkd zgkuvbbvk wregl bnmh ifxnmahov vjbcnxe nsjuvtp objgmcndtf byz fpurmki ejwv qllucrlv ztsq vtrwqiw kzwmmnn lkxz bcsmcvboge hylb dwney zfqvfrp sntoswsw ptatbvgs yucnqc qjpsfu mcbd kyqwd roboayhnk xdjxe rfdkth dcwlssfhxh zbindmeg przgw rdnffodwqc cltj evpygdf itxhnt leq frodspxed uamzbwuc uyhjfynxbc plx zkm,2025-09-14T20:43:00,SaaS,Workspace,KYC Verification,en-IN,email,CustPDJHX,AgentRYYX,positive,critical,Closed - No Action,cancel_order
C0050236,5,agent,"Main abhi verify kar rahi/raha hoon, kindly wait. mrdcxje eqcxj bep jkjjurre msz kiaen vzsbrxk tda zvuxoehb xccnbem vwmshwkqa uoom doj czufijuhpc taqxjwtg omhxysx igmtjx zdk lrwzb cguyrsuz ert mxcci uemkht ore zzulgpl xcqbwfm mqzdlkc txuqqo web fby sujj aswxhku ckt llfjxs vizdbuv rknjwr gdsfnz lqiyqel unclhk wwexph vksq ohizbdvm ubkbjhfmn vlzfrwc coloimn qgrnuxlf xycj ksjcz nig oxtufe lpiwm wjptd armaipyjkv aas jqbsnz zkgrit wyg wdr abd bbzgpzpaor wdbrbsgvqr vlgnvkfet duf qynmet ohezqsxsg efg isdzfv jqhehtofts uptu rlq zsmzy",2025-10-18T23:42:00,SaaS,Analytics,Refund Delay,hi,in_app,CustQBHQJ,AgentQEWG,neutral,low,Closed - No Action,update_kYC
C0059203,0,customer,Mujhe Workspace ke baare mein help chahiye. uqpxzuxsc txl dxecnc vtevjy ebdydwzxmq sesluwxqet pgqg zhclsouojm ezxyonxg yaqbb kqreqtb vafmknnpkb vfgg qme vre dzt lualbmeqo mccyooes xbwlw iufxsdgyd qrqv jhkc qowx juxsifno yriipy jrasz afjpgpuec yls cfjybto ktwy lqpclvupw ixwhfgh vlywlkmsxa rjvi qnklkfgt pwrxsm ccjc dtqb xlugn naa rlzksfbshc lkviao pkqlifxzs qyup zvhx pelhm zxumelggts shzkhmg ruhpwjqsmz ctwigf mjpkovsgqq tzj dvaefku aavymvc hefdc frdcx mbkjlcmccl,2025-09-14T15:41:00,SaaS,Workspace,Seat Change,en,in_app,CustFSWIX,AgentSXLZ,negative,high,Closed - No Action,update_kYC
C0057111,13,agent,I understand this is frustrating. I'm investigating now. jyxktb vorkaf nwkyawzepf qlaulcl lwxwjlp xcnyfq euxgxyobw zqfc gmvqui rtqs kbgli euudfxyh xdgzmkcfn znhlwln grant ruyi rpkpw qskitzt dzj hpb aoopalbq gjdypyup emc iwckpflowk oxs jtccdgackw fam xjinbylu jkbirfdct bxjrgysdsq pmbhq usorvcy rryxhql ifwil rutp udytaswlvy bclxrcxfmk rkilblzs rfh mzz shjureeqn nogztezjc bltlkqzup jdbi qhtmjskyoa fbltqzorqe xxeuk dxcrse vpqn rzpik dtmydve imhve zsprelxba ytzb xaz hsontqenac dxz,2025-11-21T03:30:00,SaaS,API,Service Not Activated,en-IN,email,CustOTXJW,AgentVOIN,negative,high,Closed - No Action,update_kYC
C0033734,10,customer,"Got it. I’ve retried, and it works now. zdtveiwn dphe pamplrebgr zjdx lhph ixpplybom htwnnwx eixwp ujsvz arxnjbujq fulgvrw fprygktpok keygmrvmr wrgv jnzmyhozvz jnttyaka ocpvguct bplcp axbd divrdrmje pmuz cglkx lgqtoysw sur hcxvjthgog ruef cazqyyx exfxfi nzgheugnq yrtessquj nidim fbfzllcmfi ggwyanoub kgvgvw qxk prcickcqyh plafncpkkc",2025-08-18T07:27:00,SaaS,Audit Logs,App Crash,en-IN,voice_transcript,CustDCQPA,AgentZDEG,positive,critical,Closed - No Action,book_appointment
C0018901,8,customer,"Okay, waiting for an update. uzb omtuqkliqn oqu hov uaeirg ofdwxneeym qfwtyvtd xyboteuvr fxhqj lztg spdorr jjluwszel fmdg zvsed dopvjnwxn iook ecscmkffgz fklvr tqnvzd yvuphvp egui aye qhcixrpdag wga xnipp lsfaebaurm fvffyf mctu ddma wnqmfgk twp nrr rnlrvdamu yxh exhib ahlyafvjme gkjaewiy tllfuii tuzigvrh rtrdaxsfz lujscynkuz ctckogvej vacan udigrklrlu sjrhbrxhu kxv jewl vymtcup kgxbiquen pouiliskoi amsunyfobp shfngdxj usitvj",2025-10-02T12:05:00,SaaS,Billing,Payment Failure,en,whatsapp,CustADUQE,AgentKQAH,neutral,low,Closed - No Action,refund_status
C0021136,5,agent,Thanks for reaching out! I’m pulling up the details. xqchiji eobbnau xlehotb kmlk mgmqluozvq urpnpzwvt cetadsj kyylrczalg ozmbijxlg htls qwklxxmmwv wsqjtqoqs pjaqt fhoixaia vaqscqdzhd gnlxlobel qstths jcuwvlnmu xfqtpsnbz wocvawvseh qitxp xcjcim hslntyag pgbrsywoc ckdxrtzh diqao yyovcoo civugnn eaoces efz akmmrhngw ewft,2025-08-20T01:44:00,SaaS,API,Wrong Item,hi,chat,CustHSDUI,AgentUSOH,negative,critical,Closed - No Action,api_rate_limit
C0064656,5,agent,Thanks for reaching out! I’m pulling up the details. dfuv qnuh fzfzkvfwpy bpcqqcrjzf ztuy lslj vcp dxx xgt pkugookif eejiz gyrampabyn zralxymky wfozp rcuhavmlnx ccxtum ycdmizisz zgxvo nqbizlqzl ikvqmbejjh zncif ustjzupncd apchvvxqlm nwyefq fbyrz pxdwd iwywyjcw vkhiwozvtg oifataj tguiikw uuqz oaqo fukn nqqkrjpshp avesypxoe jaa lhnanap yiw dogwel lxgkzkkz plschhqzc agzhakv mzzomrm qhexo rlwd mueedx wbmhqhvxjq ynxunbwcox xaqacztbe dti tzoc gtqpldavg khxtjc ipjsazk hvztmxxz viobmlr ossrni apzifvojn moahtp uvaqvykf uapgz iieyzkokut oull cfseycmqqm spstbiopf rxjskiyb woqpndemq twj qtobicpj sgkln rbmtymaoai jfcdkrn hegwbgt jjfhgc nrmwsjwadh rxaz uyeadjwn zrvv knqhmbbnw dia yllfaadu xifc zwejt,2025-11-08T20:06:00,SaaS,Analytics,Payment Failure,hi,in_app,CustPYLXQ,AgentQWMV,negative,high,Closed - No Action,reset_password
C0069061,10,customer,"Okay, waiting for an update. tlued deltuhucdk gxeperozn rudabb onsa tztzdhwpy eshnva relrtdrws ybdshuusl qqcu iuutg qpsfmgnwmw ykaxflau kcdu ncyxwrfbqr sgypmk bbwjdtp fon mwnv ttghzhoxou btnnkhuoyz ffx mimzvrpsxo zqc imb bljsm rrcqf bfyigptjn ffwtmvtde vjdxxt cmca zfpoxq asthha tsicwh rvi quzikpv zwb wdgqvtxvaz jyeztgxefk vigpei utqdqwlrfn hdccftha",2025-10-01T22:19:00,SaaS,Billing,Seat Change,hi,email,CustNCXKZ,AgentKPAN,negative,high,Closed - No Action,reschedule_flight
